"karat","purity_level","price_usd","price_birr","time"
"14","47.46","24.2345093","476.401864","2013/08/07"
"24","99.96","41.0696851","807.468410","2013/08/09"
"23","95.73","39.3584482","773.823893","2013/08/09"
"22","91.39","37.6472114","740.179376","2013/08/09"
"21","86.84","35.9359745","706.534859","2013/08/09"
"20","82.08","34.2247376","672.890342","2013/08/09"
"19","77.08","32.5135007","639.245825","2013/08/09"
"18","71.81","30.8022638","605.601308","2013/08/09"
"17","66.26","29.0910269","571.956790","2013/08/09"
"16","60.38","27.3797901","538.312273","2013/08/09"
"15","54.13","25.6685532","504.667756","2013/08/09"
"14","47.46","23.9573163","471.023239","2013/08/09"
"24","99.96","42.1637750","829.107629","2013/08/12"
"23","95.73","40.4069511","794.561478","2013/08/12"
"22","91.39","38.6501271","760.015327","2013/08/12"
"21","86.84","36.8933031","725.469176","2013/08/12"
"20","82.08","35.1364792","690.923024","2013/08/12"
"19","77.08","33.3796552","656.376873","2013/08/12"
"18","71.81","31.6228313","621.830722","2013/08/12"
"17","66.26","29.8660073","587.284571","2013/08/12"
"16","60.38","28.1091833","552.738419","2013/08/12"
"15","54.13","26.3523594","518.192268","2013/08/12"
"14","47.46","24.5955354","483.646117","2013/08/12"
"24","99.96","42.1637750","829.107629","2013/08/14"
"23","95.73","40.4069511","794.561478","2013/08/14"
"22","91.39","38.6501271","760.015327","2013/08/14"
"21","86.84","36.8933031","725.469176","2013/08/14"
"20","82.08","35.1364792","690.923024","2013/08/14"
"19","77.08","33.3796552","656.376873","2013/08/14"
"18","71.81","31.6228313","621.830722","2013/08/14"
"17","66.26","29.8660073","587.284571","2013/08/14"
"16","60.38","28.1091833","552.738419","2013/08/14"
"15","54.13","26.3523594","518.192268","2013/08/14"
"14","47.46","24.5955354","483.646117","2013/08/14"
"24","99.96","42.6113134","838.310692","2013/08/15"
"23","95.73","40.8358420","803.381080","2013/08/15"
"22","91.39","39.0603706","768.451468","2013/08/15"
"21","86.84","37.2848992","733.521856","2013/08/15"
"20","82.08","35.5094278","698.592244","2013/08/15"
"19","77.08","33.7339564","663.662631","2013/08/15"
"18","71.81","31.9584851","628.733019","2013/08/15"
"17","66.26","30.1830137","593.803407","2013/08/15"
"16","60.38","28.4075423","558.873795","2013/08/15"
"15","54.13","26.6320709","523.944183","2013/08/15"
"14","47.46","24.8565995","489.014570","2013/08/15"
"24","99.96","42.1637750","829.107629","2013/08/16"
"23","95.73","40.4069511","794.561478","2013/08/16"
"22","91.39","38.6501271","760.015327","2013/08/16"
"21","86.84","36.8933031","725.469176","2013/08/16"
"20","82.08","35.1364792","690.923024","2013/08/16"
"19","77.08","33.3796552","656.376873","2013/08/16"
"18","71.81","31.6228313","621.830722","2013/08/16"
"17","66.26","29.8660073","587.284571","2013/08/16"
"16","60.38","28.1091833","552.738419","2013/08/16"
"15","54.13","26.3523594","518.192268","2013/08/16"
"14","47.46","24.5955354","483.646117","2013/08/16"
"24","99.96","42.1637750","829.107629","2013/08/19"
"23","95.73","40.4069511","794.561478","2013/08/19"
"22","91.39","38.6501271","760.015327","2013/08/19"
"21","86.84","36.8933031","725.469176","2013/08/19"
"20","82.08","35.1364792","690.923024","2013/08/19"
"19","77.08","33.3796552","656.376873","2013/08/19"
"18","71.81","31.6228313","621.830722","2013/08/19"
"17","66.26","29.8660073","587.284571","2013/08/19"
"16","60.38","28.1091833","552.738419","2013/08/19"
"15","54.13","26.3523594","518.192268","2013/08/19"
"14","47.46","24.5955354","483.646117","2013/08/19"
"24","99.96","44.2172432","870.318050","2013/08/20"
"23","95.73","42.3748581","834.054798","2013/08/20"
"22","91.39","40.5324729","797.791546","2013/08/20"
"21","86.84","38.6900878","761.528293","2013/08/20"
"20","82.08","36.8477027","725.265041","2013/08/20"
"19","77.08","35.0053175","689.001789","2013/08/20"
"18","71.81","33.1629324","652.738537","2013/08/20"
"17","66.26","31.3205473","616.475285","2013/08/20"
"16","60.38","29.4781621","580.212033","2013/08/20"
"15","54.13","27.6357770","543.948781","2013/08/20"
"14","47.46","25.7933919","507.685529","2013/08/20"
"24","99.96","44.2172432","870.318050","2013/08/20"
"23","95.73","42.3748581","834.054798","2013/08/20"
"22","91.39","40.5324729","797.791546","2013/08/20"
"21","86.84","38.6900878","761.528293","2013/08/20"
"20","82.08","36.8477027","725.265041","2013/08/20"
"19","77.08","35.0053175","689.001789","2013/08/20"
"18","71.81","33.1629324","652.738537","2013/08/20"
"17","66.26","31.3205473","616.475285","2013/08/20"
"16","60.38","29.4781621","580.212033","2013/08/20"
"15","54.13","27.6357770","543.948781","2013/08/20"
"14","47.46","25.7933919","507.685529","2013/08/20"
"24","99.96","42.1637750","829.107629","2013/08/21"
"23","95.73","40.4069511","794.561478","2013/08/21"
"22","91.39","38.6501271","760.015327","2013/08/21"
"21","86.84","36.8933031","725.469176","2013/08/21"
"20","82.08","35.1364792","690.923024","2013/08/21"
"19","77.08","33.3796552","656.376873","2013/08/21"
"18","71.81","31.6228313","621.830722","2013/08/21"
"17","66.26","29.8660073","587.284571","2013/08/21"
"16","60.38","28.1091833","552.738419","2013/08/21"
"15","54.13","26.3523594","518.192268","2013/08/21"
"14","47.46","24.5955354","483.646117","2013/08/21"
"24","99.96","43.8455806","863.297340","2013/08/22"
"23","95.73","42.0186814","827.326618","2013/08/22"
"22","91.39","40.1917822","791.355895","2013/08/22"
"21","86.84","38.3648830","755.385173","2013/08/22"
"20","82.08","36.5379838","719.414450","2013/08/22"
"19","77.08","34.7110846","683.443728","2013/08/22"
"18","71.81","32.8841854","647.473005","2013/08/22"
"17","66.26","31.0572862","611.502282","2013/08/22"
"16","60.38","29.2303870","575.531560","2013/08/22"
"15","54.13","27.4034878","539.560837","2013/08/22"
"14","47.46","25.5765887","503.590115","2013/08/22"
"24","99.96","43.8455806","863.297340","2013/08/26"
"23","95.73","42.0186814","827.326618","2013/08/26"
"22","91.39","40.1917822","791.355895","2013/08/26"
"21","86.84","38.3648830","755.385173","2013/08/26"
"20","82.08","36.5379838","719.414450","2013/08/26"
"19","77.08","34.7110846","683.443728","2013/08/26"
"18","71.81","32.8841854","647.473005","2013/08/26"
"17","66.26","31.0572862","611.502282","2013/08/26"
"16","60.38","29.2303870","575.531560","2013/08/26"
"15","54.13","27.4034878","539.560837","2013/08/26"
"14","47.46","25.5765887","503.590115","2013/08/26"
"24","99.96","42.1637750","829.107629","2013/08/27"
"23","95.73","40.4069511","794.561478","2013/08/27"
"22","91.39","38.6501271","760.015327","2013/08/27"
"21","86.84","36.8933031","725.469176","2013/08/27"
"20","82.08","35.1364792","690.923024","2013/08/27"
"19","77.08","33.3796552","656.376873","2013/08/27"
"18","71.81","31.6228313","621.830722","2013/08/27"
"17","66.26","29.8660073","587.284571","2013/08/27"
"16","60.38","28.1091833","552.738419","2013/08/27"
"15","54.13","26.3523594","518.192268","2013/08/27"
"14","47.46","24.5955354","483.646117","2013/08/27"
"24","99.96","44.8313225","883.139171","2013/08/27"
"23","95.73","42.9633507","846.341705","2013/08/27"
"22","91.39","41.0953789","809.544240","2013/08/27"
"21","86.84","39.2274072","772.746774","2013/08/27"
"20","82.08","37.3594354","735.949309","2013/08/27"
"19","77.08","35.4914636","699.151843","2013/08/27"
"18","71.81","33.6234918","662.354378","2013/08/27"
"17","66.26","31.7555201","625.556912","2013/08/27"
"16","60.38","29.8875483","588.759447","2013/08/27"
"15","54.13","28.0195765","551.961982","2013/08/27"
"14","47.46","26.1516048","515.164516","2013/08/27"
"24","99.96","45.3553796","893.595999","2013/08/28"
"23","95.73","43.4655722","856.362832","2013/08/28"
"22","91.39","41.5757647","819.129666","2013/08/28"
"21","86.84","39.6859572","781.896499","2013/08/28"
"20","82.08","37.7961497","744.663332","2013/08/28"
"19","77.08","35.9063422","707.430166","2013/08/28"
"18","71.81","34.0165347","670.196999","2013/08/28"
"17","66.26","32.1267272","632.963832","2013/08/28"
"16","60.38","30.2369197","595.730666","2013/08/28"
"15","54.13","28.3471123","558.497499","2013/08/28"
"14","47.46","26.4573048","521.264333","2013/08/28"
"24","99.96","45.7887717","902.278965","2013/08/29"
"23","95.73","43.8809062","864.684008","2013/08/29"
"22","91.39","41.9730407","827.089051","2013/08/29"
"21","86.84","40.0651752","789.494094","2013/08/29"
"20","82.08","38.1573097","751.899138","2013/08/29"
"19","77.08","36.2494443","714.304181","2013/08/29"
"18","71.81","34.3415788","676.709224","2013/08/29"
"17","66.26","32.4337133","639.114267","2013/08/29"
"16","60.38","30.5258478","601.519310","2013/08/29"
"15","54.13","28.6179823","563.924353","2013/08/29"
"14","47.46","26.7101168","526.329396","2013/08/29"
"24","99.96","45.3357677","893.480937","2013/08/30"
"23","95.73","43.4467774","856.252565","2013/08/30"
"22","91.39","41.5577870","819.024192","2013/08/30"
"21","86.84","39.6687967","781.795820","2013/08/30"
"20","82.08","37.7798064","744.567447","2013/08/30"
"19","77.08","35.8908161","707.339075","2013/08/30"
"18","71.81","34.0018258","670.110703","2013/08/30"
"17","66.26","32.1128354","632.882330","2013/08/30"
"16","60.38","30.2238451","595.653958","2013/08/30"
"15","54.13","28.3348548","558.425585","2013/08/30"
"14","47.46","26.4458645","521.197213","2013/08/30"
"24","99.96","44.8461118","883.972025","2013/09/04"
"23","95.73","42.9775238","847.139857","2013/09/04"
"22","91.39","41.1089358","810.307690","2013/09/04"
"21","86.84","39.2403478","773.475522","2013/09/04"
"20","82.08","37.3717598","736.643354","2013/09/04"
"19","77.08","35.5031718","699.811186","2013/09/04"
"18","71.81","33.6345838","662.979019","2013/09/04"
"17","66.26","31.7659959","626.146851","2013/09/04"
"16","60.38","29.8974079","589.314683","2013/09/04"
"15","54.13","28.0288199","552.482516","2013/09/04"
"14","47.46","26.1602319","515.650348","2013/09/04"
"24","99.96","44.6927528","881.103990","2013/09/04"
"23","95.73","42.8305547","844.391324","2013/09/04"
"22","91.39","40.9683567","807.678657","2013/09/04"
"21","86.84","39.1061587","770.965991","2013/09/04"
"20","82.08","37.2439606","734.253325","2013/09/04"
"19","77.08","35.3817626","697.540658","2013/09/04"
"18","71.81","33.5195646","660.827992","2013/09/04"
"17","66.26","31.6573665","624.115326","2013/09/04"
"16","60.38","29.7951685","587.402660","2013/09/04"
"15","54.13","27.9329705","550.689993","2013/09/04"
"14","47.46","26.0707724","513.977327","2013/09/04"
"24","99.96","44.6927528","881.103990","2013/09/04"
"23","95.73","42.8305547","844.391324","2013/09/04"
"22","91.39","40.9683567","807.678657","2013/09/04"
"21","86.84","39.1061587","770.965991","2013/09/04"
"20","82.08","37.2439606","734.253325","2013/09/04"
"19","77.08","35.3817626","697.540658","2013/09/04"
"18","71.81","33.5195646","660.827992","2013/09/04"
"17","66.26","31.6573665","624.115326","2013/09/04"
"16","60.38","29.7951685","587.402660","2013/09/04"
"15","54.13","27.9329705","550.689993","2013/09/04"
"14","47.46","26.0707724","513.977327","2013/09/04"
"24","99.96","45.3357677","893.480937","2013/09/05"
"23","95.73","43.4467774","856.252565","2013/09/05"
"22","91.39","41.5577870","819.024192","2013/09/05"
"21","86.84","39.6687967","781.795820","2013/09/05"
"20","82.08","37.7798064","744.567447","2013/09/05"
"19","77.08","35.8908161","707.339075","2013/09/05"
"18","71.81","34.0018258","670.110703","2013/09/05"
"17","66.26","32.1128354","632.882330","2013/09/05"
"16","60.38","30.2238451","595.653958","2013/09/05"
"15","54.13","28.3348548","558.425585","2013/09/05"
"14","47.46","26.4458645","521.197213","2013/09/05"
"24","99.96","45.1512224","890.403327","2013/09/05"
"23","95.73","43.2699215","853.303189","2013/09/05"
"22","91.39","41.3886205","816.203050","2013/09/05"
"21","86.84","39.5073196","779.102911","2013/09/05"
"20","82.08","37.6260187","742.002773","2013/09/05"
"19","77.08","35.7447177","704.902634","2013/09/05"
"18","71.81","33.8634168","667.802495","2013/09/05"
"17","66.26","31.9821159","630.702357","2013/09/05"
"16","60.38","30.1008149","593.602218","2013/09/05"
"15","54.13","28.2195140","556.502079","2013/09/05"
"14","47.46","26.3382130","519.401941","2013/09/05"
"24","99.96","44.7535177","882.701377","2013/09/06"
"23","95.73","42.8887878","845.922153","2013/09/06"
"22","91.39","41.0240579","809.142929","2013/09/06"
"21","86.84","39.1593280","772.363704","2013/09/06"
"20","82.08","37.2945980","735.584480","2013/09/06"
"19","77.08","35.4298681","698.805256","2013/09/06"
"18","71.81","33.5651382","662.026032","2013/09/06"
"17","66.26","31.7004083","625.246808","2013/09/06"
"16","60.38","29.8356784","588.467584","2013/09/06"
"15","54.13","27.9709485","551.688360","2013/09/06"
"14","47.46","26.1062186","514.909136","2013/09/06"
"24","99.96","44.7535177","882.701377","2013/09/06"
"23","95.73","42.8887878","845.922153","2013/09/06"
"22","91.39","41.0240579","809.142929","2013/09/06"
"21","86.84","39.1593280","772.363704","2013/09/06"
"20","82.08","37.2945980","735.584480","2013/09/06"
"19","77.08","35.4298681","698.805256","2013/09/06"
"18","71.81","33.5651382","662.026032","2013/09/06"
"17","66.26","31.7004083","625.246808","2013/09/06"
"16","60.38","29.8356784","588.467584","2013/09/06"
"15","54.13","27.9709485","551.688360","2013/09/06"
"14","47.46","26.1062186","514.909136","2013/09/06"
"24","99.96","43.9262790","866.514378","2013/09/09"
"23","95.73","42.0960173","830.409612","2013/09/09"
"22","91.39","40.2657557","794.304846","2013/09/09"
"21","86.84","38.4354941","758.200081","2013/09/09"
"20","82.08","36.6052325","722.095315","2013/09/09"
"19","77.08","34.7749708","685.990549","2013/09/09"
"18","71.81","32.9447092","649.885783","2013/09/09"
"17","66.26","31.1144476","613.781018","2013/09/09"
"16","60.38","29.2841860","577.676252","2013/09/09"
"15","54.13","27.4539243","541.571486","2013/09/09"
"14","47.46","25.6236627","505.466720","2013/09/09"
"24","99.96","44.7535177","882.701377","2013/09/10"
"23","95.73","42.8887878","845.922153","2013/09/10"
"22","91.39","41.0240579","809.142929","2013/09/10"
"21","86.84","39.1593280","772.363704","2013/09/10"
"20","82.08","37.2945980","735.584480","2013/09/10"
"19","77.08","35.4298681","698.805256","2013/09/10"
"18","71.81","33.5651382","662.026032","2013/09/10"
"17","66.26","31.7004083","625.246808","2013/09/10"
"16","60.38","29.8356784","588.467584","2013/09/10"
"15","54.13","27.9709485","551.688360","2013/09/10"
"14","47.46","26.1062186","514.909136","2013/09/10"
"24","99.96","44.1111457","870.425169","2013/09/12"
"23","95.73","42.2731813","834.157454","2013/09/12"
"22","91.39","40.4352169","797.889738","2013/09/12"
"21","86.84","38.5972525","761.622023","2013/09/12"
"20","82.08","36.7592881","725.354307","2013/09/12"
"19","77.08","34.9213237","689.086592","2013/09/12"
"18","71.81","33.0833593","652.818877","2013/09/12"
"17","66.26","31.2453949","616.551161","2013/09/12"
"16","60.38","29.4074305","580.283446","2013/09/12"
"15","54.13","27.5694661","544.015730","2013/09/12"
"14","47.46","25.7315017","507.748015","2013/09/12"
"24","99.96","43.2093173","852.779519","2013/09/13"
"23","95.73","41.4089291","817.247039","2013/09/13"
"22","91.39","39.6085409","781.714559","2013/09/13"
"21","86.84","37.8081526","746.182079","2013/09/13"
"20","82.08","36.0077644","710.649599","2013/09/13"
"19","77.08","34.2073762","675.117119","2013/09/13"
"18","71.81","32.4069880","639.584639","2013/09/13"
"17","66.26","30.6065997","604.052159","2013/09/13"
"16","60.38","28.8062115","568.519679","2013/09/13"
"15","54.13","27.0058233","532.987199","2013/09/13"
"14","47.46","25.2054351","497.454719","2013/09/13"
"24","99.96","43.2093173","852.779519","2013/09/13"
"23","95.73","41.4089291","817.247039","2013/09/13"
"22","91.39","39.6085409","781.714559","2013/09/13"
"21","86.84","37.8081526","746.182079","2013/09/13"
"20","82.08","36.0077644","710.649599","2013/09/13"
"19","77.08","34.2073762","675.117119","2013/09/13"
"18","71.81","32.4069880","639.584639","2013/09/13"
"17","66.26","30.6065997","604.052159","2013/09/13"
"16","60.38","28.8062115","568.519679","2013/09/13"
"15","54.13","27.0058233","532.987199","2013/09/13"
"14","47.46","25.2054351","497.454719","2013/09/13"
"24","99.96","44.7535177","882.701377","2013/09/16"
"23","95.73","42.8887878","845.922153","2013/09/16"
"22","91.39","41.0240579","809.142929","2013/09/16"
"21","86.84","39.1593280","772.363704","2013/09/16"
"20","82.08","37.2945980","735.584480","2013/09/16"
"19","77.08","35.4298681","698.805256","2013/09/16"
"18","71.81","33.5651382","662.026032","2013/09/16"
"17","66.26","31.7004083","625.246808","2013/09/16"
"16","60.38","29.8356784","588.467584","2013/09/16"
"15","54.13","27.9709485","551.688360","2013/09/16"
"14","47.46","26.1062186","514.909136","2013/09/16"
"24","99.96","42.3544290","836.187608","2013/09/17"
"23","95.73","40.5896611","801.346458","2013/09/17"
"22","91.39","38.8248932","766.505308","2013/09/17"
"21","86.84","37.0601253","731.664157","2013/09/17"
"20","82.08","35.2953575","696.823007","2013/09/17"
"19","77.08","33.5305896","661.981857","2013/09/17"
"18","71.81","31.7658217","627.140706","2013/09/17"
"17","66.26","30.0010538","592.299556","2013/09/17"
"16","60.38","28.2362860","557.458405","2013/09/17"
"15","54.13","26.4715181","522.617255","2013/09/17"
"14","47.46","24.7067502","487.776105","2013/09/17"
"24","99.96","42.3544290","836.187608","2013/09/17"
"23","95.73","40.5896611","801.346458","2013/09/17"
"22","91.39","38.8248932","766.505308","2013/09/17"
"21","86.84","37.0601253","731.664157","2013/09/17"
"20","82.08","35.2953575","696.823007","2013/09/17"
"19","77.08","33.5305896","661.981857","2013/09/17"
"18","71.81","31.7658217","627.140706","2013/09/17"
"17","66.26","30.0010538","592.299556","2013/09/17"
"16","60.38","28.2362860","557.458405","2013/09/17"
"15","54.13","26.4715181","522.617255","2013/09/17"
"14","47.46","24.7067502","487.776105","2013/09/17"
"24","99.96","42.4000830","837.222500","2013/09/18"
"23","95.73","40.6334129","802.338229","2013/09/18"
"22","91.39","38.8667428","767.453958","2013/09/18"
"21","86.84","37.1000726","732.569687","2013/09/18"
"20","82.08","35.3334025","697.685416","2013/09/18"
"19","77.08","33.5667324","662.801146","2013/09/18"
"18","71.81","31.8000623","627.916875","2013/09/18"
"17","66.26","30.0333921","593.032604","2013/09/18"
"16","60.38","28.2667220","558.148333","2013/09/18"
"15","54.13","26.5000519","523.264062","2013/09/18"
"14","47.46","24.7333817","488.379791","2013/09/18"
"24","99.96","41.7930769","825.350789","2013/09/19"
"23","95.73","40.0516987","790.961173","2013/09/19"
"22","91.39","38.3103205","756.571557","2013/09/19"
"21","86.84","36.5689423","722.181940","2013/09/19"
"20","82.08","34.8275641","687.792324","2013/09/19"
"19","77.08","33.0861859","653.402708","2013/09/19"
"18","71.81","31.3448077","619.013092","2013/09/19"
"17","66.26","29.6034295","584.623475","2013/09/19"
"16","60.38","27.8620513","550.233859","2013/09/19"
"15","54.13","26.1206731","515.844243","2013/09/19"
"14","47.46","24.3792949","481.454627","2013/09/19"
"24","99.96","43.8684076","866.464441","2013/09/20"
"23","95.73","42.0405573","830.361756","2013/09/20"
"22","91.39","40.2127070","794.259071","2013/09/20"
"21","86.84","38.3848567","758.156386","2013/09/20"
"20","82.08","36.5570063","722.053700","2013/09/20"
"19","77.08","34.7291560","685.951015","2013/09/20"
"18","71.81","32.9013057","649.848330","2013/09/20"
"17","66.26","31.0734554","613.745645","2013/09/20"
"16","60.38","29.2456051","577.642960","2013/09/20"
"15","54.13","27.4177547","541.540275","2013/09/20"
"14","47.46","25.5899044","505.437590","2013/09/20"
"24","99.96","43.6041285","861.391056","2013/09/23"
"23","95.73","41.7872898","825.499762","2013/09/23"
"22","91.39","39.9704511","789.608468","2013/09/23"
"21","86.84","38.1536124","753.717174","2013/09/23"
"20","82.08","36.3367737","717.825880","2013/09/23"
"19","77.08","34.5199350","681.934586","2013/09/23"
"18","71.81","32.7030963","646.043292","2013/09/23"
"17","66.26","30.8862577","610.151998","2013/09/23"
"16","60.38","29.0694190","574.260704","2013/09/23"
"15","54.13","27.2525803","538.369410","2013/09/23"
"14","47.46","25.4357416","502.478116","2013/09/23"
"24","99.96","42.4505597","838.718419","2013/09/24"
"23","95.73","40.6817864","803.771818","2013/09/24"
"22","91.39","38.9130130","768.825218","2013/09/24"
"21","86.84","37.1442397","733.878617","2013/09/24"
"20","82.08","35.3754664","698.932016","2013/09/24"
"19","77.08","33.6066931","663.985415","2013/09/24"
"18","71.81","31.8379198","629.038814","2013/09/24"
"17","66.26","30.0691464","594.092214","2013/09/24"
"16","60.38","28.3003731","559.145613","2013/09/24"
"15","54.13","26.5315998","524.199012","2013/09/24"
"14","47.46","24.7628265","489.252411","2013/09/24"
"24","99.96","43.6041285","861.391056","2013/09/25"
"23","95.73","41.7872898","825.499762","2013/09/25"
"22","91.39","39.9704511","789.608468","2013/09/25"
"21","86.84","38.1536124","753.717174","2013/09/25"
"20","82.08","36.3367737","717.825880","2013/09/25"
"19","77.08","34.5199350","681.934586","2013/09/25"
"18","71.81","32.7030963","646.043292","2013/09/25"
"17","66.26","30.8862577","610.151998","2013/09/25"
"16","60.38","29.0694190","574.260704","2013/09/25"
"15","54.13","27.2525803","538.369410","2013/09/25"
"14","47.46","25.4357416","502.478116","2013/09/25"
"24","99.96","42.4987858","839.912217","2013/09/26"
"23","95.73","40.7280031","804.915874","2013/09/26"
"22","91.39","38.9572203","769.919532","2013/09/26"
"21","86.84","37.1864376","734.923190","2013/09/26"
"20","82.08","35.4156548","699.926847","2013/09/26"
"19","77.08","33.6448721","664.930505","2013/09/26"
"18","71.81","31.8740893","629.934162","2013/09/26"
"17","66.26","30.1033066","594.937820","2013/09/26"
"16","60.38","28.3325239","559.941478","2013/09/26"
"15","54.13","26.5617411","524.945135","2013/09/26"
"14","47.46","24.7909584","489.948793","2013/09/26"
"24","99.96","43.6041285","861.391056","2013/09/30"
"23","95.73","41.7872898","825.499762","2013/09/30"
"22","91.39","39.9704511","789.608468","2013/09/30"
"21","86.84","38.1536124","753.717174","2013/09/30"
"20","82.08","36.3367737","717.825880","2013/09/30"
"19","77.08","34.5199350","681.934586","2013/09/30"
"18","71.81","32.7030963","646.043292","2013/09/30"
"17","66.26","30.8862577","610.151998","2013/09/30"
"16","60.38","29.0694190","574.260704","2013/09/30"
"15","54.13","27.2525803","538.369410","2013/09/30"
"14","47.46","25.4357416","502.478116","2013/09/30"
"24","99.96","42.7955372","846.203861","2013/10/03"
"23","95.73","41.0123898","810.945367","2013/10/03"
"22","91.39","39.2292424","775.686872","2013/10/03"
"21","86.84","37.4460950","740.428378","2013/10/03"
"20","82.08","35.6629477","705.169884","2013/10/03"
"19","77.08","33.8798003","669.911390","2013/10/03"
"18","71.81","32.0966529","634.652895","2013/10/03"
"17","66.26","30.3135055","599.394401","2013/10/03"
"16","60.38","28.5303581","564.135907","2013/10/03"
"15","54.13","26.7472107","528.877413","2013/10/03"
"14","47.46","24.9640633","493.618919","2013/10/03"
"24","99.96","41.6284651","823.240780","2013/10/03"
"23","95.73","39.8939457","788.939081","2013/10/03"
"22","91.39","38.1594263","754.637381","2013/10/03"
"21","86.84","36.4249070","720.335682","2013/10/03"
"20","82.08","34.6903876","686.033983","2013/10/03"
"19","77.08","32.9558682","651.732284","2013/10/03"
"18","71.81","31.2213488","617.430585","2013/10/03"
"17","66.26","29.4868294","583.128886","2013/10/03"
"16","60.38","27.7523100","548.827186","2013/10/03"
"15","54.13","26.0177907","514.525487","2013/10/03"
"14","47.46","24.2832713","480.223788","2013/10/03"
"24","99.96","41.9972342","830.648176","2013/10/04"
"23","95.73","40.2473494","796.037835","2013/10/04"
"22","91.39","38.4974646","761.427495","2013/10/04"
"21","86.84","36.7475799","726.817154","2013/10/04"
"20","82.08","34.9976951","692.206813","2013/10/04"
"19","77.08","33.2478104","657.596473","2013/10/04"
"18","71.81","31.4979256","622.986132","2013/10/04"
"17","66.26","29.7480409","588.375791","2013/10/04"
"16","60.38","27.9981561","553.765450","2013/10/04"
"15","54.13","26.2482713","519.155110","2013/10/04"
"14","47.46","24.4983866","484.544769","2013/10/04"
"24","99.96","42.3116685","836.987212","2013/10/07"
"23","95.73","40.5486823","802.112745","2013/10/07"
"22","91.39","38.7856961","767.238278","2013/10/07"
"21","86.84","37.0227099","732.363811","2013/10/07"
"20","82.08","35.2597237","697.489344","2013/10/07"
"19","77.08","33.4967375","662.614876","2013/10/07"
"18","71.81","31.7337513","627.740409","2013/10/07"
"17","66.26","29.9707651","592.865942","2013/10/07"
"16","60.38","28.2077790","557.991475","2013/10/07"
"15","54.13","26.4447928","523.117008","2013/10/07"
"14","47.46","24.6818066","488.242540","2013/10/07"
"24","99.96","42.1885311","834.666549","2013/10/09"
"23","95.73","40.4306756","799.888776","2013/10/09"
"22","91.39","38.6728202","765.111003","2013/10/09"
"21","86.84","36.9149647","730.333230","2013/10/09"
"20","82.08","35.1571092","695.555457","2013/10/09"
"19","77.08","33.3992538","660.777684","2013/10/09"
"18","71.81","31.6413983","625.999911","2013/10/09"
"17","66.26","29.8835429","591.222138","2013/10/09"
"16","60.38","28.1256874","556.444366","2013/10/09"
"15","54.13","26.3678319","521.666593","2013/10/09"
"14","47.46","24.6099765","486.888820","2013/10/09"
"24","99.96","42.4711362","840.391449","2013/10/09"
"23","95.73","40.7015055","805.375139","2013/10/09"
"22","91.39","38.9318748","770.358828","2013/10/09"
"21","86.84","37.1622441","735.342518","2013/10/09"
"20","82.08","35.3926135","700.326207","2013/10/09"
"19","77.08","33.6229828","665.309897","2013/10/09"
"18","71.81","31.8533521","630.293587","2013/10/09"
"17","66.26","30.0837214","595.277276","2013/10/09"
"16","60.38","28.3140908","560.260966","2013/10/09"
"15","54.13","26.5444601","525.244655","2013/10/09"
"14","47.46","24.7748294","490.228345","2013/10/09"
"24","99.96","41.9374338","829.949783","2013/10/10"
"23","95.73","40.1900407","795.368542","2013/10/10"
"22","91.39","38.4426476","760.787301","2013/10/10"
"21","86.84","36.6952545","726.206060","2013/10/10"
"20","82.08","34.9478615","691.624819","2013/10/10"
"19","77.08","33.2004684","657.043578","2013/10/10"
"18","71.81","31.4530753","622.462337","2013/10/10"
"17","66.26","29.7056822","587.881096","2013/10/10"
"16","60.38","27.9582892","553.299855","2013/10/10"
"15","54.13","26.2108961","518.718614","2013/10/10"
"14","47.46","24.4635030","484.137373","2013/10/10"
"24","99.96","41.9374338","829.949783","2013/10/11"
"23","95.73","40.1900407","795.368542","2013/10/11"
"22","91.39","38.4426476","760.787301","2013/10/11"
"21","86.84","36.6952545","726.206060","2013/10/11"
"20","82.08","34.9478615","691.624819","2013/10/11"
"19","77.08","33.2004684","657.043578","2013/10/11"
"18","71.81","31.4530753","622.462337","2013/10/11"
"17","66.26","29.7056822","587.881096","2013/10/11"
"16","60.38","27.9582892","553.299855","2013/10/11"
"15","54.13","26.2108961","518.718614","2013/10/11"
"14","47.46","24.4635030","484.137373","2013/10/11"
"24","99.96","41.3265696","818.116683","2013/10/14"
"23","95.73","39.6046292","784.028488","2013/10/14"
"22","91.39","37.8826888","749.940293","2013/10/14"
"21","86.84","36.1607484","715.852097","2013/10/14"
"20","82.08","34.4388080","681.763902","2013/10/14"
"19","77.08","32.7168676","647.675707","2013/10/14"
"18","71.81","30.9949272","613.587512","2013/10/14"
"17","66.26","29.2729868","579.499317","2013/10/14"
"16","60.38","27.5510464","545.411122","2013/10/14"
"15","54.13","25.8291060","511.322927","2013/10/14"
"14","47.46","24.1071656","477.234731","2013/10/14"
"24","99.96","41.0690421","813.143625","2013/10/16"
"23","95.73","39.3578320","779.262641","2013/10/16"
"22","91.39","37.6466219","745.381656","2013/10/16"
"21","86.84","35.9354118","711.500672","2013/10/16"
"20","82.08","34.2242017","677.619687","2013/10/16"
"19","77.08","32.5129917","643.738703","2013/10/16"
"18","71.81","30.8017816","609.857719","2013/10/16"
"17","66.26","29.0905715","575.976734","2013/10/16"
